timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
68152383,0.012752667,0.010603355,0.0027950944,0
68342347,0.0144121675,0.009502157,0.0030782574,0
68542453,0.014689333,0.0077070305,0.0036004125,0
68742347,0.014395703,0.006652625,0.0024792454,0
68942350,0.013471049,0.0040228157,0.003152224,0
69142347,0.014431994,0.0030424348,0.0034979912,0
69342347,0.015351362,0.003481923,0.0039965655,0
69542347,0.016256649,0.0021104058,0.004276052,0
69742347,0.015939644,0.0013308444,0.0035148074,0
69942391,0.015620774,0.002503897,0.0035636078,0
70142347,0.015954306,0.0044529145,0.0037242512,0
70342350,0.015954306,0.0044529145,0.0037242512,1
70542361,0.015954306,0.0044529145,0.0037242512,1
70742347,0.015954306,0.0044529145,0.0037242512,1
70932371,0.015954306,0.0044529145,0.0037242512,1
71142365,0.015954306,0.0044529145,0.0037242512,1
71342347,0.015954306,0.0044529145,0.0037242512,1
71542391,0.015954306,0.0044529145,0.0037242512,1
71742350,0.015954306,0.0044529145,0.0037242512,1
71942362,0.015954306,0.0044529145,0.0037242512,1
72142358,0.015954306,0.0044529145,0.0037242512,1
72342349,0.015954306,0.0044529145,0.0037242512,1
72542361,0.015954306,0.0044529145,0.0037242512,1
72742405,0.015954306,0.0044529145,0.0037242512,1
72942347,0.015954306,0.0044529145,0.0037242512,1
73142347,0.015954306,0.0044529145,0.0037242512,1
73342347,0.015954306,0.0044529145,0.0037242512,1
73542391,0.015954306,0.0044529145,0.0037242512,1
73742350,0.015954306,0.0044529145,0.0037242512,1
73942347,0.015954306,0.0044529145,0.0037242512,1
74142347,0.015954306,0.0044529145,0.0037242512,1
74342347,0.015954306,0.0044529145,0.0037242512,1
74542347,0.015954306,0.0044529145,0.0037242512,1
74742375,0.015954306,0.0044529145,0.0037242512,1
74952411,0.0007281909,0.0028001592,6.641922e-05,0
75142396,0.0014425472,0.0051471316,0.00040395852,0
75342347,0.0024139658,0.00614675,0.0006476985,0
75552361,0.002362063,0.0057143928,0.0012523303,0
75742394,0.003536249,0.008405441,0.0017470835,0
75942347,0.0042421776,0.010437025,0.001661159,0
76152396,0.0046571824,0.009523164,0.002350331,0
76342352,0.0063921907,0.00863717,0.0027807802,0
76542347,0.0068272287,0.008864524,0.0025351928,0
76742347,0.0074221794,0.008691978,0.0025409344,0
76942347,0.007270025,0.008014104,0.001537186,0
77742355,0.0090450635,0.014391152,0.00088540977,0
77942347,0.0090450635,0.014391152,0.00088540977,1
78142348,0.0090450635,0.014391152,0.00088540977,1
78342353,0.0090450635,0.014391152,0.00088540977,1
78542392,0.0090450635,0.014391152,0.00088540977,1
78742347,0.0090450635,0.014391152,0.00088540977,1
78942347,0.0090450635,0.014391152,0.00088540977,1
79142347,0.0090450635,0.014391152,0.00088540977,1
79342347,0.0090450635,0.014391152,0.00088540977,1
79542347,0.0090450635,0.014391152,0.00088540977,1
79942394,0.0090450635,0.014391152,0.00088540977,1
80142347,0.0090450635,0.014391152,0.00088540977,1
80342349,0.0090450635,0.014391152,0.00088540977,1
80542347,0.0090450635,0.014391152,0.00088540977,1
80742347,0.0090450635,0.014391152,0.00088540977,1
80942363,0.0090450635,0.014391152,0.00088540977,1
81142347,0.0090450635,0.014391152,0.00088540977,1
81342376,0.0090450635,0.014391152,0.00088540977,1
81542350,0.0090450635,0.014391152,0.00088540977,1
81742347,0.0090450635,0.014391152,0.00088540977,1
81942347,0.0090450635,0.014391152,0.00088540977,1
84142391,0.0090450635,0.014391152,0.00088540977,1
84352394,0.0090450635,0.014391152,0.00088540977,1
84542347,0.0090450635,0.014391152,0.00088540977,1
84742353,0.0090450635,0.014391152,0.00088540977,1
84942395,0.0090450635,0.014391152,0.00088540977,1
85152397,0.0090450635,0.014391152,0.00088540977,1
85342360,0.0090450635,0.014391152,0.00088540977,1
85542423,0.0090450635,0.014391152,0.00088540977,1
85752450,0.0090450635,0.014391152,0.00088540977,1
85942347,0.0090450635,0.014391152,0.00088540977,1
86142347,0.0090450635,0.014391152,0.00088540977,1
86342371,0.0090450635,0.014391152,0.00088540977,1
86542347,0.0090450635,0.014391152,0.00088540977,1
86742352,0.0090450635,0.014391152,0.00088540977,1
86942348,0.0090450635,0.014391152,0.00088540977,1
87142369,0.0090450635,0.014391152,0.00088540977,1
87342365,0.0090450635,0.014391152,0.00088540977,1
87542392,0.0090450635,0.014391152,0.00088540977,1
87742347,0.0090450635,0.014391152,0.00088540977,1
87942347,0.0090450635,0.014391152,0.00088540977,1
249162347,0.0090450635,0.014391152,0.00088540977,1
249362371,0.0090450635,0.014391152,0.00088540977,1
249562347,0.0090450635,0.014391152,0.00088540977,1
249762347,0.0090450635,0.014391152,0.00088540977,1
249962347,0.0090450635,0.014391152,0.00088540977,1
250162373,0.0090450635,0.014391152,0.00088540977,1
250362347,0.0090450635,0.014391152,0.00088540977,1
250552398,0.0090450635,0.014391152,0.00088540977,1
250762347,0.0011119492,0.0031999901,0.001001123,0
250962347,0.0033136094,0.0077362135,0.0014084205,0
251162347,0.0032473372,0.012981188,0.0015008308,0
251352399,0.0045361,0.018328363,0.001744745,0
251552397,0.005102911,0.022961438,0.0021077637,0
251762347,0.005443077,0.029290916,0.00093729515,0
251962347,0.005128731,0.03190514,0.0017845384,0
